word	menukad	lex	unvocalized_lex	POS	Prefix	Gender	Number	Person	Status	Tense	Binyan	Suffix	Suf_Gender	Suf_Number	Suf_Person	fAramaic	no_pipe_menukad	no_prefix_menukad
s	s			FOREIGN												False	s	s
voice	voice			FOREIGN												False	voice	voice
I	I			FOREIGN												False	I	I
hear	hear			FOREIGN												False	hear	hear
on	on			FOREIGN												False	on	on
the	the			FOREIGN												False	the	the
phone	phone			FOREIGN												False	phone	phone
?	?			PUNCTUATION												False	?	?

You	You			FOREIGN												False	You	You
know	know			FOREIGN												False	know	know
that	that			FOREIGN												False	that	that
I	I			FOREIGN												False	I	I
love	love			FOREIGN												False	love	love
you	you			FOREIGN												False	you	you
.	.			PUNCTUATION												False	.	.

לך	לְךָ	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	לְךָ	לְךָ
תסביר	תַּסְבִּיר	סבר	סבר	VERB		MASCULINE	SINGULAR	PERSON_2		FUTURE	BINYAN_HIFIL					False	תַּסְבִּיר	תַּסְבִּיר
לו	לוֹ	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	לוֹ	לוֹ
ש|אני	שֶׁ|אֲנִי	אֲנִי	אני	PRONOUN	RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINEFEMININE	SINGULAR	PERSON_1								False	שֶׁאֲנִי	אֲנִי
ו|אתה	וְ|אַתָּה	אֲנִי	אני	PRONOUN	CONJUNCTION	MASCULINE	SINGULAR	PERSON_2								False	וְאַתָּה	אַתָּה
זה	זֶה	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶה	זֶה
שריטה	שְׂרִיטָה	שְׂרִיטָה	שריטה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	שְׂרִיטָה	שְׂרִיטָה
של	שֶׁל	שֶׁל	של	SHEL_PREP												False	שֶׁל	שֶׁל
שנים	שָׁנִים	שָׁנָה	שנה	NOUN		FEMININE	PLURAL		ABSOLUTE							False	שָׁנִים	שָׁנִים
,	,			PUNCTUATION												False	,	,

ש|פה	שֶׁ|פֹּה	פֹּה	פה	ADVERB	RELATIVIZIER_SUBORDINATINGCONJUNCTION											False	שֶׁפֹּה	פֹּה
מלחמה	מִלְחָמָה	מִלְחָמָה	מלחמה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	מִלְחָמָה	מִלְחָמָה
ו|מיתון	וּ|מִתּוּן	מִתּוּן	מיתון	NOUN	CONJUNCTION	MASCULINE	SINGULAR		ABSOLUTE							False	וּמִתּוּן	מִתּוּן
ו|חמסין	וְ|חַמְסִין	חַמְסִין	חמסין	NOUN	CONJUNCTION	MASCULINE	SINGULAR		ABSOLUTE							False	וְחַמְסִין	חַמְסִין
.	.			PUNCTUATION												False	.	.

הוא	הוּא	הוּא	הוא	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	הוּא	הוּא
בכלל	בִּכְלָל	כְּלָל	כלל	ADVERB												False	בִּכְלָל	בִּכְלָל
אינדיאני	אִינְדְּיָאנִי	אִינְדְּיָאנִי	אינדייאני	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	אִינְדְּיָאנִי	אִינְדְּיָאנִי
,	,			PUNCTUATION												False	,	,
מה	מָה	מָה	מה	INTERROGATIVE												False	מָה	מָה
הוא	הוּא	הוּא	הוא	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	הוּא	הוּא
מבין	מֵבִין	בון	בון	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HIFIL					False	מֵבִין	מֵבִין
?	?			PUNCTUATION												False	?	?

ה|שיחה	הַ|שִּׂיחָה	שִׂיחָה	שיחה	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַשִּׂיחָה	שִׂיחָה
מתנתקת	מִתְנַתֶּקֶת	נתק	נתק	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HITPAEL					False	מִתְנַתֶּקֶת	מִתְנַתֶּקֶת
,	,			PUNCTUATION												False	,	,
אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
משתתקת	מִשְׁתַּתֶּקֶת	שׁתק	שׁתק	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HITPAEL					False	מִשְׁתַּתֶּקֶת	מִשְׁתַּתֶּקֶת
,	,			PUNCTUATION												False	,	,

אתה	אַתָּה	אֲנִי	אני	PRONOUN		MASCULINE	SINGULAR	PERSON_2								False	אַתָּה	אַתָּה
מתיישב	מִתְיַשֵּׁב	ישׁב	ישׁב	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HITPAEL					False	מִתְיַשֵּׁב	מִתְיַשֵּׁב
ב|מיטה	בַּ|מִּטָּה	מִטָּה	מיטה	NOUN	DEFINITEARTICLE+PREPOSITION	FEMININE	SINGULAR		ABSOLUTE							False	בַּמִּטָּה	מִטָּה
ב|פרצוף	בְּ|פַרְצוּף	פַּרְצוּף	פרצוף	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בְּפַרְצוּף	פַּרְצוּף
רציני	רְצִינִי	רְצִינִי	רציני	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	רְצִינִי	רְצִינִי
,	,			PUNCTUATION												False	,	,

עכשיו	עַכְשָׁו	עַכְשָׁו	עכשיו	ADVERB												False	עַכְשָׁו	עַכְשָׁו
זה	זֶה	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶה	זֶה
אמיתי	אֲמִתִּי	אֲמִתִּי	אמיתי	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	אֲמִתִּי	אֲמִתִּי
.	.			PUNCTUATION												False	.	.

""""	""""			PUNCTUATION												False	""""	""""
מ|אמי	מֵ|אִמִּי	אֵם	אם	NOUN	PREPOSITION	FEMININE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	מֵאִמִּי	אִמִּי
,	,			PUNCTUATION												False	,	,
זה	זֶה	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶה	זֶה
משה	מֹשֶׁה	מֹשֶׁה	משה	PROPERNAME												False	מֹשֶׁה	מֹשֶׁה
.	.			PUNCTUATION												False	.	.

תקשיבי	תַּקְשִׁיבִי	קשׁב	קשׁב	VERB		FEMININE	SINGULAR	PERSON_2		FUTURE	BINYAN_HIFIL					False	תַּקְשִׁיבִי	תַּקְשִׁיבִי
,	,			PUNCTUATION												False	,	,
או	אוֹ	אוֹ	או	CONJUNCTION												False	אוֹ	אוֹ
ש	ש	ש	ש	NUMERAL												False	ש	ש
.	.			PUNCTUATION												False	.	.
.	.			PUNCTUATION												False	.	.
או	אוֹ	אוֹ	או	CONJUNCTION												False	אוֹ	אוֹ
ש	ש	ש	ש	NUMERAL												False	ש	ש
.	.			PUNCTUATION												False	.	.
.	.			PUNCTUATION												False	.	.
""""	""""			PUNCTUATION												False	""""	""""

את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
איתו	אִתּוֹ	אֶת	את	AT_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	אִתּוֹ	אִתּוֹ
,	,			PUNCTUATION												False	,	,
או	אוֹ	אוֹ	או	CONJUNCTION												False	אוֹ	אוֹ
ש|את	שֶׁ|אַתְּ	אֲנִי	אני	PRONOUN	RELATIVIZIER_SUBORDINATINGCONJUNCTION	FEMININE	SINGULAR	PERSON_2								False	שֶׁאַתְּ	אַתְּ
איתי	אִתִּי	אֵת	את	NOUN		MASCULINE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	אִתִּי	אִתִּי
.	.			PUNCTUATION												False	.	.

Did	Did			FOREIGN												False	Did	Did
I	I			FOREIGN												False	I	I
wake	wake			FOREIGN												False	wake	wake
you	you			FOREIGN												False	you	you
up	up			FOREIGN												False	up	up
?	?			PUNCTUATION												False	?	?
Are	Are			FOREIGN												False	Are	Are
you	you			FOREIGN												False	you	you
sleeping	sleeping			FOREIGN												False	sleeping	sleeping
alone	alone			FOREIGN												False	alone	alone
?	?			PUNCTUATION												False	?	?

Is	Is			FOREIGN												False	Is	Is
that	that			FOREIGN												False	that	that
a	a			FOREIGN												False	a	a
man	man			FOREIGN												False	man	man
'	'			PUNCTUATION												False	'	'
s	s			FOREIGN												False	s	s
voice	voice			FOREIGN												False	voice	voice
I	I			FOREIGN												False	I	I
hear	hear			FOREIGN												False	hear	hear
on	on			FOREIGN												False	on	on
the	the			FOREIGN												False	the	the
phone	phone			FOREIGN												False	phone	phone
?	?			PUNCTUATION												False	?	?

You	You			FOREIGN												False	You	You
know	know			FOREIGN												False	know	know
that	that			FOREIGN												False	that	that
I	I			FOREIGN												False	I	I
love	love			FOREIGN												False	love	love
you	you			FOREIGN												False	you	you
.	.			PUNCTUATION												False	.	.

I	I			FOREIGN												False	I	I
love	love			FOREIGN												False	love	love
you	you			FOREIGN												False	you	you
!	!			ADJECTIVE		MASCULINE	SINGULAR		CONSTRUCT							False	!	!
Hello	Hello			FOREIGN												False	Hello	Hello
?	?			PUNCTUATION												False	?	?
Baby	Baby			FOREIGN												False	Baby	Baby
...	...			PUNCTUATION												False	...	...

Did	Did			FOREIGN												False	Did	Did
I	I			FOREIGN												False	I	I
wake	wake			FOREIGN												False	wake	wake
you	you			FOREIGN												False	you	you
up	up			FOREIGN												False	up	up
?	?			PUNCTUATION												False	?	?
Are	Are			FOREIGN												False	Are	Are
you	you			FOREIGN												False	you	you
sleeping	sleeping			FOREIGN												False	sleeping	sleeping
alone	alone			FOREIGN												False	alone	alone
?	?			PUNCTUATION												False	?	?

Is	Is			FOREIGN												False	Is	Is
that	that			FOREIGN												False	that	that
a	a			FOREIGN												False	a	a
man	man			FOREIGN												False	man	man
'	'			PUNCTUATION												False	'	'
s	s			FOREIGN												False	s	s
voice	voice			FOREIGN												False	voice	voice
I	I			FOREIGN												False	I	I
hear	hear			FOREIGN												False	hear	hear
on	on			FOREIGN												False	on	on
the	the			FOREIGN												False	the	the
phone	phone			FOREIGN												False	phone	phone
?	?			PUNCTUATION												False	?	?

You	You			FOREIGN												False	You	You
know	know			FOREIGN												False	know	know
that	that			FOREIGN												False	that	that
I	I			FOREIGN												False	I	I
love	love			FOREIGN												False	love	love
you	you			FOREIGN												False	you	you
.	.			PUNCTUATION												False	.	.

I	I			FOREIGN												False	I	I
Love	Love			FOREIGN												False	Love	Love
you	you			FOREIGN												False	you	you
.	.			PUNCTUATION												False	.	.



#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
מה	מָה	מָה	מה	INTERROGATIVE												False	מָה	מָה
שה|לב	שֶׁהַ|לֵּב	לֵב	לב	NOUN	DEFINITEARTICLE+RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINE	SINGULAR		ABSOLUTE							False	שֶׁהַלֵּב	לֵב
בחר	בָּחַר	בחר	בחר	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_PAAL					False	בָּחַר	בָּחַר
/	/			PUNCTUATION												False	/	/
קובי	קוֹבִּי	קוֹבִּי	קובי	PROPERNAME												False	קוֹבִּי	קוֹבִּי
אפללו	אַפְלָלוֹ	אַפְלָלוֹ	אפללו	PROPERNAME												False	אַפְלָלוֹ	אַפְלָלוֹ

את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
ה|חסד	הַ|חֶסֶד	חֶסֶד	חסד	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַחֶסֶד	חֶסֶד
ו|את	וְ|אַתְּ	אֲנִי	אני	PRONOUN	CONJUNCTION	FEMININE	SINGULAR	PERSON_2								False	וְאַתְּ	אַתְּ
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
בית	בַּיִת	בַּיִת	בית	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	בַּיִת	בַּיִת

ו|את	וְ|אַתְּ	אֲנִי	אני	PRONOUN	CONJUNCTION	FEMININE	SINGULAR	PERSON_2								False	וְאַתְּ	אַתְּ
שוכנת	שׁוֹכֶנֶת	שׁכן	שׁכן	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	שׁוֹכֶנֶת	שׁוֹכֶנֶת
ב|ליבי	בְּ|לִבִּי	לֵב	לב	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	בְּלִבִּי	לִבִּי

את	אַתְּ	אֲנִי	אני	PRONOUN		FEMININE	SINGULAR	PERSON_2								False	אַתְּ	אַתְּ
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
ה|שקט	הַ|שֶּׁקֶט	שֶׁקֶט	שקט	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַשֶּׁקֶט	שֶׁקֶט
איתך	אִתְּךָ	אֶת	את	AT_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	אִתְּךָ	אִתְּךָ
זה	זֶה	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶה	זֶה
שניים	שְׁנַיִם	שְׁנַיִם	שניים	NUMERAL		MASCULINE	DUAL		ABSOLUTE							False	שְׁנַיִם	שְׁנַיִם

ו|את	וְ|אַתְּ	אֲנִי	אני	PRONOUN	CONJUNCTION	FEMININE	SINGULAR	PERSON_2								False	וְאַתְּ	אַתְּ
יושבת	יוֹשֶׁבֶת	ישׁב	ישׁב	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	יוֹשֶׁבֶת	יוֹשֶׁבֶת
ב|קרבי	בְּ|קִרְבִּי	קֶרֶב	קרב	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	בְּקִרְבִּי	קִרְבִּי

מ|כל	מִ|כׇּל	כֹּל	כול	QUANTIFIER	PREPOSITION				CONSTRUCT							False	מִכׇּל	כׇּל
ה|לבטים	הַ|לְּבָטִים	לֶבֶט	לבט	NOUN	DEFINITEARTICLE	MASCULINE	PLURAL		ABSOLUTE							False	הַלְּבָטִים	לְבָטִים
,	,			PUNCTUATION												False	,	,
ב|כל	בְּ|כׇל	כֹּל	כול	QUANTIFIER	PREPOSITION				CONSTRUCT							False	בְּכׇל	כׇּל
ה|שינויים	הַ|שִּׁנּוּיִים	שִׁנּוּי	שינוי	NOUN	DEFINITEARTICLE	MASCULINE	PLURAL		ABSOLUTE							False	הַשִּׁנּוּיִים	שִׁנּוּיִים
אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
נשאר	נִשְׁאָר	שׁאר	שׁאר	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_NIFAL					False	נִשְׁאָר	נִשְׁאָר
איתך	אִתְּךָ	אֶת	את	AT_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	אִתְּךָ	אִתְּךָ

ב|כל	בְּ|כׇל	כֹּל	כול	QUANTIFIER	PREPOSITION				CONSTRUCT							False	בְּכׇל	כׇּל
ה|ניגונים	הַ|נִּגּוּנִים	נִגּוּן	ניגון	NOUN	DEFINITEARTICLE	MASCULINE	PLURAL		ABSOLUTE							False	הַנִּגּוּנִים	נִגּוּנִים
,	,			PUNCTUATION												False	,	,
ב|כל	בְּ|כׇל	כֹּל	כול	QUANTIFIER	PREPOSITION				CONSTRUCT							False	בְּכׇל	כׇּל
ה|כיוונים	הַ|כִּוּוּנִים	כִּוּוּן	כיוון	NOUN	DEFINITEARTICLE	MASCULINE	PLURAL		ABSOLUTE							False	הַכִּוּוּנִים	כִּוּוּנִים
אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
נשאר	נִשְׁאָר	שׁאר	שׁאר	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_NIFAL					False	נִשְׁאָר	נִשְׁאָר
שלך	שֶׁלְּךָ	שֶׁל	של	SHEL_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	שֶׁלְּךָ	שֶׁלְּךָ

כי	כִּי	כִּי	כי	CONJUNCTION												False	כִּי	כִּי
את	אַתְּ	אֲנִי	אני	PRONOUN		FEMININE	SINGULAR	PERSON_2								False	אַתְּ	אַתְּ
,	,			PUNCTUATION												False	,	,
מה	מָה	מָה	מה	INTERROGATIVE												False	מָה	מָה
שה|לב	שֶׁהַ|לֵּב	לֵב	לב	NOUN	DEFINITEARTICLE+RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINE	SINGULAR		ABSOLUTE							False	שֶׁהַלֵּב	לֵב
שלי	שֶׁלִּי	שֶׁל	של	SHEL_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	שֶׁלִּי	שֶׁלִּי
בחר	בָּחַר	בחר	בחר	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_PAAL					False	בָּחַר	בָּחַר

אחרי	אַחֲרֵי	אַחֲרֵי	אחרי	PREPOSITION												False	אַחֲרֵי	אַחֲרֵי
כל	כׇּל	כֹּל	כול	QUANTIFIER					CONSTRUCT							False	כׇּל	כׇּל
מה	מָה	מָה	מה	INTERROGATIVE												False	מָה	מָה
ש|הוא	שֶׁ|הוּא	הוּא	הוא	PRONOUN	RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINE	SINGULAR	PERSON_3								False	שֶׁהוּא	הוּא
עבר	עָבַר	עבר	עבר	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_PAAL					False	עָבַר	עָבַר
,	,			PUNCTUATION												False	,	,
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת

כן	כֵּן	כֵּן	כין	ADVERB												False	כֵּן	כֵּן
את	אַתְּ	אֲנִי	אני	PRONOUN		FEMININE	SINGULAR	PERSON_2								False	אַתְּ	אַתְּ
.	.			PUNCTUATION												False	.	.
מה	מָה	מָה	מה	INTERROGATIVE												False	מָה	מָה
שה|לב	שֶׁהַ|לֵּב	לֵב	לב	NOUN	DEFINITEARTICLE+RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINE	SINGULAR		ABSOLUTE							False	שֶׁהַלֵּב	לֵב
שלי	שֶׁלִּי	שֶׁל	של	SHEL_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	שֶׁלִּי	שֶׁלִּי
בחר	בָּחַר	בחר	בחר	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_PAAL					False	בָּחַר	בָּחַר

ו|אל	וְ|אֶל	אֶל	אל	PREPOSITION	CONJUNCTION											False	וְאֶל	אֶל
חיקך	חֵיקֶךָ	חֵיק	חיק	NOUN		MASCULINE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	חֵיקֶךָ	חֵיקֶךָ
תמיד	תָּמִיד	תָּמִיד	תמיד	ADVERB												False	תָּמִיד	תָּמִיד
חזר	חָזַר	חזר	חזר	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_PAAL					False	חָזַר	חָזַר
,	,			PUNCTUATION												False	,	,
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
.	.			PUNCTUATION												False	.	.

קרוב	קָרוֹב	קָרוֹב	קרוב	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	קָרוֹב	קָרוֹב
אלייך	אֵלַיִךְ	אֶל	אל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_FEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	אֵלַיִךְ	אֵלַיִךְ
ל|רגשותייך	לְ|רִגְשׁוֹתַיִךְ	רֶגֶשׁ	רגש	NOUN	PREPOSITION	MASCULINE	PLURAL		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_FEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	לְרִגְשׁוֹתַיִךְ	רִגְשׁוֹתַיִךְ

ו|איתך	וְ|אִתְּךָ	אֵת	את	NOUN	CONJUNCTION	MASCULINE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	וְאִתְּךָ	אִתְּךָ
זה	זֶה	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶה	זֶה
אמיתי	אֲמִתִּי	אֲמִתִּי	אמיתי	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	אֲמִתִּי	אֲמִתִּי

אנא	אָנָּא	אָנָּא	אנא	INTERJECTION												False	אָנָּא	אָנָּא
סלחי	סִלְחִי	סלח	סלח	VERB		FEMININE	SINGULAR	PERSON_2		IMPERATIVE	BINYAN_PAAL					False	סִלְחִי	סִלְחִי
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
אם	אִם	אִם	אם	CONJUNCTION												False	אִם	אִם
לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא
אמרתי	אָמַרְתִּי	אמר	אמר	VERB		MASCULINEFEMININE	SINGULAR	PERSON_1		PAST	BINYAN_PAAL					False	אָמַרְתִּי	אָמַרְתִּי

את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
ב|חדרי	בְּ|חַדְרִי	חֶדֶר	חדר	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	בְּחַדְרִי	חַדְרִי
אהבתי	אָהַבְתִּי	אהב	אהב	VERB		MASCULINEFEMININE	SINGULAR	PERSON_1		PAST	BINYAN_PAAL					False	אָהַבְתִּי	אָהַבְתִּי

מ|כל	מִ|כׇּל	כֹּל	כול	QUANTIFIER	PREPOSITION				CONSTRUCT							False	מִכׇּל	כׇּל
